index,question,match_time(s),matched_fields
56,我想知道在2020年，华润元大基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,0.085,"基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
57,"我想了解广发中证央企创新驱动ETF基金,在2020年一季度的季报第6大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",0.07,"基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金股票持仓明细表-持仓日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
58,在2021年12月季报中，持有完美世界这一股票且市值占基金资产净值比不小于5%的有几只基金？,0.052,"基金股票持仓明细表-市值占基金资产净值比, 基金股票持仓明细表-市值, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-数量, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
59,2020年年度报告里，兴业基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,0.072,"基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-公告日期, 基金规模变动表-报告期期末基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-基金简称"
60,20200102日，一级行业为建筑的股票的成交金额合计是多少？取整。,0.045,"A股票日行情表-成交金额(元), A股票日行情表-成交量(股), 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), A股公司行业划分表-二级行业名称, A股公司行业划分表-一级行业名称, A股公司行业划分表-交易日期, A股票日行情表-交易日, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
61,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于其他型类型的有几个。,0.075,"基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金股票持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金基本信息表-基金类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期"
62,我想知道浙商汇金中高等级三个月定期开放债券C基金在20200630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,0.077,"基金可转债持仓明细表-第N大重仓股, 基金可转债持仓明细表-市值占基金资产净值比, 基金可转债持仓明细表-市值, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-基金简称, 基金可转债持仓明细表-所在证券市场, 基金可转债持仓明细表-债券名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
63,我想知道在2021年，光大保德信基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,0.091,"基金规模变动表-报告期期末基金总份额, 基金规模变动表-报告期期初基金总份额, 基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额"
64,我想知道易方达证券保险ETF联接C在2020年Q2的季报中，该基金的第1大重仓股的代码是什么?,0.055,"基金股票持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-基金代码, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
65,请查询：在2019的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于债券型类型的有几个。,0.068,"基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金债券持仓明细表-债券类型, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金基本信息表-基金类型, 基金份额持有人结构表-机构投资者持有的基金份额, 基金债券持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期"
66,针对2021年的年度报告，有多少家基金的个人投资者持有份额占比不足13%?,0.049,"基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例, 基金份额持有人结构表-机构投资者持有的基金份额, 基金规模变动表-报告期期末基金总份额, 基金股票持仓明细表-报告类型, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-截止日期, 基金份额持有人结构表-公告日期"
67,"在20210630的年报(含半年报)中，永赢泽利一年定期开放债券基金的债券持仓,其持有最大仓位的债券类型是什么?",0.066,"基金债券持仓明细表-第N大重仓股, 基金债券持仓明细表-债券类型, 基金可转债持仓明细表-第N大重仓股, 基金债券持仓明细表-持仓日期, 基金股票持仓明细表-报告类型, 基金可转债持仓明细表-报告类型, 基金债券持仓明细表-报告类型, 基金债券持仓明细表-持债市值, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
68,查询下基金代码009350的基金，它的管理费率是？,0.042,"基金基本信息表-管理费率, 基金基本信息表-托管费率, 基金可转债持仓明细表-基金代码, 基金债券持仓明细表-基金代码, 基金日行情表-资产净值, 基金规模变动表-基金代码, 基金基本信息表-管理人, 基金基本信息表-基金代码, 基金份额持有人结构表-基金代码, 基金份额持有人结构表-报告类型"
